personnel,rb_count,te_count,wr_count,qb_count,formation_width,backfield_depth,is_empty_backfield,is_heavy_formation,trips_left,trips_right,bunch_formation,compressed_set,defense_count,box_defenders,high_safety,formation_hash,formation_center_x,formation_center_y,formation_x_spread,formation_y_spread,formation_bbox_width,formation_bbox_height,oline_center_x,oline_center_y,oline_spread_x,oline_spread_y,wide_receiver_center_x,wide_receiver_center_y,wide_receiver_spread_x,wide_receiver_spread_y,running_back_center_x,running_back_center_y,running_back_spread_x,running_back_spread_y,defense_center_x,defense_center_y,defense_spread_x,defense_spread_y,avg_wr_spacing,min_wr_spacing,max_wr_spacing,qb_rb_min_distance,qb_rb_avg_distance,oline_avg_spacing,oline_spacing_consistency,qb_min_def_distance,qb_avg_def_distance,running_back_min_def_distance,running_back_avg_def_distance,wide_receiver_min_def_distance,wide_receiver_avg_def_distance,formation_symmetry,oline_alignment_quality,depth_layers,depth_variance,horizontal_leverage,vertical_leverage,avg_coverage_gap,max_coverage_gap,pressure_angle_spread,avg_pressure_angle,player_density,filename,dataset_split,source_folder,play_type
00,0,0,5,0,450.62274,0.0,True,False,True,False,False,False,18,2,True,wwwwooow,339.26608,200.3434,125.744385,60.575214,450.62274,208.534,395.9840393066406,206.0825958251953,4.245687484741211,9.970605850219727,305.2352600097656,196.89987182617188,148.99520874023438,76.02433776855469,0.0,0.0,0.0,0.0,361.22372,176.22595,122.49926,61.286297,237.21566772460938,64.88487243652344,484.655029296875,0.0,0.0,5.1840972900390625,0.5877931714057922,0.0,0.0,0.0,0.0,0.6283566951751709,1.5180320739746094,0.4,0.09115266799926758,7,3669.3564,34.76031494140625,-29.856643676757812,28.670307,118.7322,0.0,0.0,0.0002365155,pass_0009_3295.jpg,youtube,youtube_screenshots,pass
20,2,0,6,0,309.3674,11.235702514648438,False,False,False,True,True,False,13,3,True,rrwoooooooowwwww,230.06125,173.7289,69.52407,51.785275,309.3674,191.61801,215.46621704101562,178.12908935546875,10.768208503723145,14.834437370300293,284.5760192871094,166.4178924560547,75.57516479492188,82.03482055664062,124.8969955444336,178.06109619140625,15.587516784667969,11.303688049316406,311.05954,166.78177,84.54394,60.369762,159.78457641601562,21.689741134643555,252.90553283691406,0.0,0.0,5.1578850746154785,0.14168687164783478,0.0,0.0,97.34626007080078,106.31373596191406,0.6053469181060791,9.832609176635742,0.75,0.06315349042415619,10,2681.7148,95.59332275390625,-11.347320556640625,27.813904,134.01196,0.0,0.0,0.0003407528,pass_0000_67.jpg,youtube,youtube_screenshots,pass
00,0,0,3,0,106.74466,0.0,True,False,False,True,False,True,16,3,True,ooowooww,408.52704,191.49951,28.081892,67.51052,106.74466,235.60976,394.7738342285156,210.84176635742188,23.029722213745117,19.873945236206055,431.4490051269531,159.2624053955078,19.449893951416016,99.16011810302734,0.0,0.0,0.0,0.0,366.58472,199.15515,111.04819,79.75789,160.13661193847656,68.363037109375,240.18814086914062,0.0,0.0,15.515182495117188,0.05803147703409195,0.0,0.0,0.0,0.0,1.0649067163467407,1.3625253438949585,0.0,0.04790661111474037,8,4557.671,28.189117431640625,-11.686614990234375,23.612093,162.8085,0.0,0.0,0.0002767931,pass_0008_1443.jpg,youtube,youtube_screenshots,pass
20,2,0,5,0,275.5904,-9.792373657226562,False,False,True,False,True,False,17,6,True,rwwrwoooww,191.51926,160.67232,79.17214,69.45112,275.5904,213.50583,234.31658935546875,133.1952362060547,2.9866487979888916,7.328749179840088,198.19264221191406,192.33584594726562,92.26185607910156,87.08077239990234,110.6397705078125,122.72914123535156,25.4339599609375,0.6737213134765625,296.85782,146.82898,101.7304,57.677532,173.2979278564453,8.126129150390625,286.6109619140625,0.0,0.0,3.6473922729492188,0.6759110689163208,0.0,0.0,0.47059178352355957,25.899978637695312,0.7235872745513916,71.02745056152344,0.5714285714285714,0.12006605416536331,5,4823.458,62.541229248046875,13.633743286132812,26.06319,96.87567,0.0,0.0,0.0002388218,run_0007_2632.jpg,youtube,youtube_screenshots,run
00,0,0,7,0,286.1727,0.0,True,False,True,False,True,False,15,5,True,wwwwwoww,323.65286,155.18713,94.60912,78.51548,286.1727,201.85825,382.95166015625,164.56317138671875,0.0,0.0,315.1816101074219,153.84768676757812,98.26233673095703,83.85103607177734,0.0,0.0,0.0,0.0,359.63046,144.9166,64.94079,50.186592,181.2109832763672,26.735450744628906,288.5948486328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051676332950592,37.97731399536133,0.5714285714285714,0.0,6,6164.6807,23.321197509765625,-19.646575927734375,19.428614,98.59125,0.0,0.0,0.00028401942,run_0000_109.jpg,youtube,youtube_screenshots,run
10,1,0,10,1,454.01495,15.409896850585938,False,False,True,True,True,False,14,2,True,rqwwwooowowwwwww,248.31693,196.91435,125.7653,64.54483,454.01495,262.6183,210.54644775390625,199.78321838378906,10.63780403137207,11.38913631439209,293.28875732421875,194.48973083496094,134.90087890625,81.04415893554688,91.50067138671875,215.193115234375,0.0,0.0,347.2413,165.99144,101.93904,79.236694,206.80030822753906,6.748897552490234,423.5290832519531,28.11932373046875,28.11932373046875,9.920257568359375,0.18015332520008087,116.02268981933594,116.02268981933594,130.07716369628906,130.07716369628906,0.5989608764648438,25.734783172607422,0.7272727272727273,0.08071587979793549,11,4166.035,136.69485473632812,-33.791778564453125,24.790579,92.70032,0.3344636559486389,-0.08971881866455078,0.00025146556,pass_0007_1311.jpg,youtube,youtube_screenshots,pass
10,1,0,8,0,306.35992,9.296798706054688,False,False,True,True,True,False,15,3,True,wwwwwoooowowwr,378.38165,159.78093,81.1804,75.42511,306.35992,248.44322,399.7422790527344,130.60134887695312,9.935696601867676,18.731578826904297,350.9089660644531,180.50352478027344,93.99906158447266,93.40966796875,491.35968017578125,139.8981475830078,0.0,0.0,357.9159,141.77788,101.29507,66.70106,182.513671875,42.33637619018555,308.6496887207031,0.0,0.0,6.794349670410156,0.18086695671081543,0.0,0.0,22.906917572021484,22.906917572021484,0.38951969146728516,20.2508602142334,0.8888888888888888,0.05068018287420273,10,5688.9478,41.826385498046875,11.176528930664062,31.702993,146.20801,0.0,0.0,0.00026243215,pass_0002_118.jpg,youtube,youtube_screenshots,pass
20,2,0,3,0,124.33571,5.1527557373046875,False,False,True,False,True,True,13,4,True,rrwwwoooooo,195.4466,193.30112,39.63966,47.671753,124.33571,161.61511,226.92872619628906,218.38059997558594,8.913141250610352,16.750715255737305,174.5632781982422,126.23596954345703,14.606792449951172,39.641239166259766,132.3251953125,218.66030883789062,21.724098205566406,4.873039245605469,308.7415,188.83022,92.70301,52.68196,68.94276428222656,48.04350662231445,103.35685729980469,0.0,0.0,4.558917045593262,0.15558865666389465,0.0,0.0,0.7509280443191528,22.987131118774414,1.3855514526367188,53.62998580932617,0.0,0.05633575841784477,8,2272.596,81.81275939941406,-29.550384521484375,29.95067,71.06537,0.0,0.0,0.0003125741,run_0008_1337.jpg,youtube,youtube_screenshots,run
10,1,0,2,0,163.52313,-5.4481353759765625,False,False,False,False,False,True,19,7,True,owoooooowr,384.6492,168.09586,48.440758,50.296654,163.52313,212.83249,364.1557312011719,164.6663360595703,8.321510314941406,16.67702293395996,389.96209716796875,184.53810119628906,34.20991516113281,106.4162368774414,517.4775390625,159.21820068359375,0.0,0.0,311.9591,176.23604,104.26188,64.10944,223.55970764160156,223.55970764160156,223.55970764160156,0.0,0.0,4.468149662017822,0.19083057343959808,0.0,0.0,0.5351078510284424,0.5351078510284424,0.5249853730201721,0.7611662149429321,0.6666666666666667,0.05657061189413071,8,2529.7534,52.196624755859375,11.5697021484375,24.114601,116.11969,0.0,0.0,0.00028995765,pass_0005_1031.jpg,youtube,youtube_screenshots,pass
20,2,0,5,0,292.04666,9.071304321289062,False,False,False,True,False,False,17,5,False,rrooooooowowwww,217.63339,157.42007,70.989426,68.82997,292.04666,256.28226,205.33636474609375,128.1366424560547,12.244060516357422,20.383853912353516,290.54461669921875,212.49801635742188,42.48964309692383,94.72659301757812,84.54335021972656,136.85885620117188,32.790103912353516,0.349090576171875,285.1913,136.52097,109.03871,57.402924,152.26393127441406,66.16842651367188,259.4127197265625,0.0,0.0,5.557806968688965,0.27309471368789673,0.0,0.0,0.23383739590644836,0.44295734167099,0.5332041382789612,13.678441047668457,0.5714285714285714,0.046764254570007324,10,4737.565,79.85494995117188,8.384323120117188,29.010927,116.886566,0.0,0.0,0.00026899623,run_0010_3670.jpg,youtube,youtube_screenshots,run
00,0,0,4,0,346.55408,0.0,True,False,False,False,False,False,17,4,True,wwooooww,358.9671,192.736,123.938416,51.623142,346.55408,143.73917,417.15606689453125,191.05308532714844,11.840019226074219,25.072309494018555,300.77813720703125,194.41893005371094,154.30284118652344,68.5245361328125,0.0,0.0,0.0,0.0,327.2046,177.89479,120.76778,55.734142,261.2332458496094,130.01759338378906,369.0120544433594,0.0,0.0,9.81767749786377,0.18271058797836304,0.0,0.0,0.0,0.0,0.15285681188106537,0.7682278156280518,1.0,0.038354869931936264,7,2664.9487,89.95147705078125,-13.158294677734375,29.449102,124.53894,0.0,0.0,0.00029084142,run_0000_127.jpg,youtube,youtube_screenshots,run
00,0,0,3,0,249.4551,0.0,True,False,False,False,False,False,13,4,False,wowooooow,348.7196,150.517,70.032616,71.02318,249.4551,245.58057,368.837646484375,125.3318099975586,28.540462493896484,25.2532901763916,308.4833984375,200.8873748779297,103.22868347167969,100.25794982910156,0.0,0.0,0.0,0.0,310.55136,149.4657,109.22246,58.62405,247.126953125,202.2910614013672,277.9051208496094,0.0,0.0,15.027587890625,0.07297013700008392,0.0,0.0,0.0,0.0,0.531863808631897,35.16419982910156,0.6666666666666667,0.03809046372771263,9,5044.2915,58.286285400390625,24.133888244628906,35.51321,87.404236,0.0,0.0,0.00019478917,run_0003_146.jpg,youtube,youtube_screenshots,run
00,0,0,4,0,116.33777,0.0,True,False,True,False,False,True,13,5,True,wwwoooooooow,398.57407,202.23143,29.632992,63.672863,116.33777,204.0669,409.5359191894531,214.05079650878906,10.481268882751465,26.494524002075195,376.6502990722656,178.59268188476562,41.154014587402344,99.60218811035156,0.0,0.0,0.0,0.0,322.99884,210.97897,115.21441,54.14259,160.6250762939453,57.149173736572266,226.39332580566406,0.0,0.0,4.08819580078125,0.2661239206790924,0.0,0.0,0.0,0.0,1.2783329486846924,23.725576400756836,0.5,0.03637087717652321,9,4054.2336,86.53707885742188,-3.0718231201171875,41.015705,115.522064,0.0,0.0,0.0002489039,run_0010_3199.jpg,youtube,youtube_screenshots,run
00,0,0,3,0,135.38966,0.0,True,False,False,False,False,True,18,6,True,wwoooooow,258.16452,182.02077,37.711395,51.473076,135.38966,174.60794,250.23329162597656,169.9883270263672,6.588977813720703,20.177438735961914,274.0270080566406,206.0856475830078,61.66190719604492,79.15489959716797,0.0,0.0,0.0,0.0,309.1473,166.1064,85.8126,57.265358,169.344970703125,126.48988342285156,220.94862365722656,0.0,0.0,4.323235988616943,0.2719421684741974,0.0,0.0,0.0,0.0,0.865542471408844,1.1279884576797485,0.6666666666666667,0.04722006246447563,8,2649.4775,58.91401672363281,-3.881927490234375,21.737865,103.093506,0.0,0.0,0.00037237504,pass_0003_197.jpg,youtube,youtube_screenshots,pass
00,0,0,7,0,230.6511,0.0,True,False,True,True,True,False,15,5,True,wwwooooooowwww,255.96176,167.23328,55.609474,56.98202,230.6511,191.5257,239.8047332763672,178.92947387695312,10.075557708740234,16.5961971282959,272.1187438964844,155.53709411621094,74.57353973388672,77.10295867919922,0.0,0.0,0.0,0.0,315.65353,170.00627,127.5281,59.61894,147.66506958007812,26.597349166870117,291.9004211425781,0.0,0.0,4.922933101654053,0.16785524785518646,0.0,0.0,0.0,0.0,0.5680152177810669,11.082230567932129,0.8571428571428572,0.05683046206831932,12,3246.9507,75.84880065917969,-8.923202514648438,37.944588,156.90207,0.0,0.0,0.00026030862,pass_0006_777.jpg,youtube,youtube_screenshots,pass
00,0,0,4,0,389.22144,0.0,True,False,True,False,True,False,15,4,True,wwwooooooow,376.3695,160.5643,96.41503,65.02746,389.22144,263.806,408.1444396972656,174.56689453125,11.133048057556152,19.812530517578125,320.7633972167969,136.05975341796875,143.1355743408203,99.99015045166016,0.0,0.0,0.0,0.0,320.50357,167.89073,102.32353,80.55915,262.18994140625,43.64988708496094,422.0779724121094,0.0,0.0,5.56768274307251,0.17948254942893982,0.0,0.0,0.0,0.0,0.51961749792099,0.9085438251495361,0.5,0.048047978430986404,8,4228.5703,87.640869140625,-6.6761627197265625,27.859695,87.231445,0.0,0.0,0.00024083801,pass_0001_51.jpg,youtube,youtube_screenshots,pass
00,0,0,5,0,218.99475,0.0,True,False,True,False,True,False,17,6,True,wwowwow,465.7275,146.83528,67.64072,80.70376,218.99475,245.25165,488.3095703125,129.85215759277344,30.96044921875,21.316787719726562,456.69464111328125,153.62852478027344,75.73889923095703,93.67525482177734,0.0,0.0,0.0,0.0,367.05115,153.94878,125.64312,65.47058,168.12347412109375,41.62453842163086,328.79638671875,0.0,0.0,61.9208984375,1.0,0.0,0.0,0.0,0.0,0.5970209836959839,14.124170303344727,0.8,0.0,7,6513.096,121.2584228515625,24.09661865234375,26.951212,84.60237,0.0,0.0,0.0002098946,pass_0002_540.jpg,youtube,youtube_screenshots,pass
20,2,0,5,2,112.686844,22.75146484375,False,False,True,False,True,True,15,4,True,qrqrwwoowooww,245.75572,186.73595,40.736305,43.930115,112.686844,140.83829,271.46832275390625,193.70480346679688,3.5285799503326416,11.648396492004395,272.54193115234375,165.306640625,15.539820671081543,63.3759651184082,186.76675415039062,206.5814208984375,4.258567810058594,9.874847412109375,324.76025,167.76752,108.57969,52.5358,86.643798828125,7.033169746398926,144.32212829589844,0.2410496324300766,10.994392395019531,3.0710041522979736,0.3560335338115692,110.59148406982422,116.06970977783203,110.25347900390625,115.89505004882812,0.6132998466491699,18.3856201171875,0.5714285714285714,0.07906140387058258,8,1929.8549,53.29193115234375,-25.937286376953125,38.61942,262.51794,0.7073829770088196,-0.4529372453689575,0.00029083277,run_0008_2665.jpg,youtube,youtube_screenshots,run
00,0,0,5,0,255.60242,0.0,True,False,False,True,True,False,17,3,True,wwoooowww,411.87332,204.00612,78.06621,51.276714,255.60242,150.51321,407.90936279296875,224.26473999023438,5.877816200256348,8.04944133758545,415.04449462890625,187.79922485351562,104.49656677246094,63.95243835449219,0.0,0.0,0.0,0.0,339.8843,205.42007,117.42809,56.995888,174.8331298828125,28.91788101196289,268.4255676269531,0.0,0.0,5.233652591705322,0.724329948425293,0.0,0.0,0.0,0.0,0.4395814538002014,50.61832046508789,0.8,0.11050406098365784,5,2629.3015,68.02505493164062,-18.84466552734375,31.518444,152.75296,0.0,0.0,0.0002519143,run_0005_1281.jpg,youtube,youtube_screenshots,run
00,0,0,4,0,290.6947,0.0,True,False,True,False,False,False,17,4,True,wwwow,353.78387,199.592,104.19796,76.10106,290.6947,221.29646,420.6976318359375,163.75595092773438,0.0,0.0,337.055419921875,208.551025390625,110.32820892333984,82.69155883789062,0.0,0.0,0.0,0.0,365.47162,150.8424,113.24649,56.167034,196.7888946533203,66.42417907714844,328.0499572753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666412830352783,29.71502685546875,0.5,0.0,5,5791.3716,55.22601318359375,-12.913543701171875,26.471395,114.46181,0.0,0.0,0.00021719858,pass_0007_2479.jpg,youtube,youtube_screenshots,pass
20,2,0,4,0,321.56665,29.654891967773438,False,False,False,True,False,False,14,7,True,wooowwwrr,350.64294,179.67314,88.83977,45.581165,321.56665,163.30774,299.2328796386719,192.4716796875,28.010631561279297,7.289156913757324,320.63818359375,163.127685546875,59.098140716552734,61.10554122924805,487.7677307128906,193.56625366210938,52.781829833984375,28.56031036376953,334.10742,185.75294,77.51403,47.13188,132.82872009277344,57.450660705566406,179.78257751464844,0.0,0.0,33.59779357910156,0.07686290144920349,0.0,0.0,1.275861144065857,53.67304611206055,0.526694655418396,12.534420013427734,0.33333333333333337,0.12063953280448914,9,2077.6426,34.874542236328125,-6.7187347412109375,26.293196,105.37125,0.0,0.0,0.0003611359,run_0010_2736.jpg,youtube,youtube_screenshots,run
20,2,0,2,1,180.6925,25.620208740234375,False,False,False,False,False,True,15,2,True,wwoorrq,429.5427,202.53484,62.465103,42.180733,180.6925,126.87613,427.75775146484375,171.00193786621094,5.8844451904296875,4.8162384033203125,343.50897216796875,262.6210021972656,32.18048095703125,30.440826416015625,486.1220703125,186.6597900390625,5.3307647705078125,9.962364196777344,350.97363,191.61508,65.68005,51.729435,88.59407043457031,88.59407043457031,88.59407043457031,0.7444640398025513,11.5989990234375,11.768890380859375,1.0,22.964876174926758,22.964876174926758,0.5455611348152161,11.824196815490723,1.0379278659820557,1.6977031230926514,1.0,0.0,5,1779.2141,76.78411865234375,20.613143920898438,18.50667,62.065186,2.6186723709106445,0.9647659659385681,0.00041080706,run_0010_3400.jpg,youtube,youtube_screenshots,run
20,2,0,11,1,413.01053,19.11920166015625,False,False,True,True,True,False,16,6,True,wrrqwwwwoowwwwww,216.55212,193.56548,100.16045,60.377953,413.01053,210.04938,228.28903198242188,182.22402954101562,0.973480224609375,7.600227355957031,241.35179138183594,198.76930236816406,106.21862030029297,71.79551696777344,115.63539123535156,186.92774963378906,6.254116058349609,14.415481567382812,286.97098,177.90912,83.52921,57.852863,163.66058349609375,7.658596515655518,414.6520080566406,0.3229696750640869,16.02605628967285,1.94696044921875,1.0,79.91804504394531,79.91804504394531,79.15908813476562,79.56116485595703,0.5377451181411743,26.717445373535156,0.9230769230769231,0.0,12,3645.4973,58.68194580078125,-4.314910888671875,19.667107,64.0589,0.37095940113067627,0.11438189446926117,0.00033600008,pass_0008_2672.jpg,youtube,youtube_screenshots,pass
30,3,0,5,1,323.6394,-14.532623291015625,False,False,True,False,True,False,14,4,True,wowoowoooowoowqrrr,391.5464,191.00899,72.64354,53.40935,323.6394,215.54553,380.46148681640625,193.65054321289062,24.256797790527344,17.12973976135254,342.9401550292969,202.02349853515625,97.27107238769531,96.2912368774414,478.8241271972656,173.012939453125,4.3912200927734375,5.363129138946533,326.53177,189.22789,82.5268,74.39571,198.01638793945312,20.232393264770508,283.220458984375,0.45514294505119324,9.404403686523438,8.818889617919922,0.12877458333969116,90.06690979003906,90.06690979003906,86.08043670654297,88.11592864990234,0.5534411668777466,1.4261128902435303,0.75,0.055157989263534546,9,2852.5588,53.929718017578125,-4.4226531982421875,21.660282,71.04147,2.5682952404022217,0.6429641842842102,0.0004428246,run_0000_30.jpg,youtube,youtube_screenshots,run
00,0,0,5,0,339.1262,0.0,True,False,False,True,True,False,15,3,True,owwwww,349.11423,158.32533,117.83392,95.13205,339.1262,226.80382,199.70413208007812,206.89398193359375,0.0,0.0,378.9962463378906,148.61160278320312,106.32115936279297,101.45930480957031,0.0,0.0,0.0,0.0,309.05063,192.4424,130.0559,59.38344,217.771728515625,20.754758834838867,335.0252685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488842129707336,41.36750411987305,0.0,0.0,5,9050.107,109.34649658203125,-14.451583862304688,35.14192,125.6679,0.0,0.0,0.00018768001,run_0005_1253.jpg,youtube,youtube_screenshots,run
00,0,0,5,0,376.01935,0.0,True,False,True,False,True,False,17,4,True,wwwooooooww,233.84938,196.1175,118.97054,51.74475,376.01935,182.88,203.4944610595703,218.8794403076172,8.444079399108887,17.00707244873047,270.2752990722656,168.80319213867188,169.17642211914062,64.61931610107422,0.0,0.0,0.0,0.0,269.4491,188.98894,119.26064,63.14197,242.0400848388672,35.794898986816406,418.1335144042969,0.0,0.0,5.205822944641113,0.1588849574327469,0.0,0.0,0.0,0.0,0.5534547567367554,12.930292129516602,0.8,0.05553373694419861,9,2677.5193,65.95463562011719,-29.8905029296875,24.316639,80.809265,0.0,0.0,0.0003127286,pass_0004_1052.jpg,youtube,youtube_screenshots,pass
00,0,0,4,0,172.95773,0.0,True,False,False,False,False,True,13,3,True,wwooooooooww,393.17795,192.82256,45.39059,53.593475,172.95773,187.28308,407.143798828125,187.50106811523438,8.612873077392578,27.68246078491211,365.2462158203125,203.4654998779297,69.73007202148438,83.15189361572266,0.0,0.0,0.0,0.0,322.52356,153.55357,118.87575,51.831055,172.16236877441406,90.3238525390625,216.2437744140625,0.0,0.0,4.455104351043701,0.16814494132995605,0.0,0.0,0.0,0.0,1.441758155822754,27.31806755065918,1.0,0.03486451134085655,10,2872.2607,84.6202392578125,-33.94749450683594,39.15648,129.54764,0.0,0.0,0.000260275,run_0006_1389.jpg,youtube,youtube_screenshots,run
00,0,0,4,0,240.6369,0.0,True,False,True,False,False,False,18,4,True,wwwoow,404.76376,166.16551,79.50002,59.26273,240.6369,176.66888,442.90606689453125,141.00149536132812,7.0731964111328125,7.915351867675781,385.692626953125,178.7475128173828,91.45622253417969,69.00623321533203,0.0,0.0,0.0,0.0,325.94724,146.01385,113.78501,55.025013,176.3729248046875,97.9854736328125,283.35345458984375,0.0,0.0,14.146392822265625,1.0,0.0,0.0,0.0,0.0,0.38370513916015625,16.688655853271484,0.5,0.0,5,3512.0713,116.95883178710938,5.012359619140625,22.582745,110.74875,0.0,0.0,0.00024622187,pass_0004_887.jpg,youtube,youtube_screenshots,pass
00,0,0,7,0,430.31494,0.0,True,False,True,True,True,False,17,6,True,wwwooowwww,236.82246,143.64793,117.15672,68.6701,430.31494,235.89754,203.2484130859375,111.1423568725586,10.783393859863281,12.302412033081055,251.21131896972656,157.5789031982422,137.36146545410156,77.61943054199219,0.0,0.0,0.0,0.0,301.01724,138.90317,116.39156,55.33547,214.6519775390625,23.56522560119629,439.68890380859375,0.0,0.0,13.090911865234375,0.2484419345855713,0.0,0.0,0.0,0.0,0.548649251461029,17.926111221313477,0.8571428571428572,0.07517433911561966,9,4715.582,97.76882934570312,27.76081085205078,27.440344,128.54254,0.0,0.0,0.00026022183,pass_0010_3996.jpg,youtube,youtube_screenshots,pass
00,0,0,7,0,152.69556,0.0,True,False,True,True,True,True,15,5,True,wwwwoowww,421.30814,156.1215,41.2544,71.64936,152.69556,228.54755,432.9910888671875,150.36309814453125,8.698135375976562,5.948402404785156,417.97015380859375,157.76675415039062,46.00471115112305,81.10543823242188,0.0,0.0,0.0,0.0,371.41385,167.49835,90.394844,55.27602,119.81483459472656,20.5716609954834,270.198486328125,0.0,0.0,17.396270751953125,1.0,0.0,0.0,0.0,0.0,1.1115412712097168,14.931658744812012,0.8571428571428572,0.0,7,5133.631,61.577239990234375,17.13525390625,24.732973,143.40323,0.0,0.0,0.00030326677,pass_0001_134.jpg,youtube,youtube_screenshots,pass
10,1,0,4,0,264.70853,-8.48388671875,False,False,False,True,False,False,14,5,True,rwooooooowwoow,220.51877,162.92213,55.339573,46.30239,264.70853,178.499,228.40277099609375,163.70681762695312,14.054060935974121,24.61423683166504,244.176025390625,163.08145141601562,52.154449462890625,78.25773620605469,54.93349838256836,155.22293090820312,0.0,0.0,320.82608,174.01712,139.70816,57.261696,144.3201446533203,75.9230728149414,217.26080322265625,0.0,0.0,5.211322784423828,0.1820427030324936,0.0,0.0,1.362466812133789,1.362466812133789,1.168891191482544,35.302955627441406,0.8,0.039040789008140564,11,2143.9114,92.42330932617188,10.310302734375,39.194588,90.15268,0.0,0.0,0.00024611593,run_0003_695.jpg,youtube,youtube_screenshots,run
00,0,0,7,0,358.8827,0.0,True,False,True,True,True,False,13,5,True,wwooowoooowwww,411.18756,169.7804,86.47448,75.54836,358.8827,249.37413,428.8289489746094,141.86724853515625,5.864577293395996,21.029815673828125,393.5462341308594,197.6935272216797,119.57777404785156,97.02871704101562,0.0,0.0,0.0,0.0,340.17084,139.83917,101.75223,57.210575,212.93394470214844,33.3973274230957,370.63922119140625,0.0,0.0,2.991724729537964,0.29359185695648193,0.0,0.0,0.0,0.0,0.8516875505447388,54.36410140991211,0.8571428571428572,0.04539302736520767,13,5707.5547,88.65811157226562,-2.028076171875,32.53925,121.822815,0.0,0.0,0.0002640137,pass_0007_1413.jpg,youtube,youtube_screenshots,pass
